BARCODE,NAMA BARANG,,BRAND,KATEGORI,SUB KATEGORI, STOK , HPP , HARGA JUAL , MULAI DARI 1 , SAMPAI DENGAN 1 , TINGKAT 1 , MULAI DARI 2 , SAMPAI DENGAN 2 , TINGKAT 2 , MULAI DARI 3 , SAMPAI DENGAN 3 , TINGKAT 3 , MULAI DARI 4 , SAMPAI DENGAN 4 , TINGKAT 4 ,KATEGORI PELANGGAN,HARGA KATEGORI
,Karet anggur,,,KARET,,,26797,31000,10,29,30281,30,99,29879,100,99999,29477,,, - ,,
,Karet bima,,,KARET,,,9450,12000,10,29,11250,30,59,11009,60,99999,10850,,, - ,,
,Karet Brontoseno,,,KARET,,,5334,8000,10,29,7500,30,99,7300,100,99999,7100,,, - ,,
,Karet Brontoseno Hijau,,,KARET,,,5334,8000,10,29,7500,30,99,7300,100,99999,7100,,, - ,,
,Karet gajah 1 ons,,,KARET,,,5500,7500,10,29,7000,30,99,6770,100,99999,6500,,,5960,,
,Karet semar putih kcl,,,KARET,,,6400,8000,10,29,7760,30,99,7616,100,99999,7490,,, - ,,
,Karung 100 kg,,,KARUNG,,,2961,4750,100,249,4200,250,499,4100,500,99999,3900,,, - ,,
,Karung 150 kg,,,KARUNG,,,4001,6250,100,249,5700,250,499,5500,500,99999,5300,,, - ,,
,Karung 200 kg,,,KARUNG,,,6389,9500,100,249,8600,250,99999,8300,,, - ,,, - ,,
,Karung 25 kg,,,KARUNG,,,1103,1800,100,249,1600,250,999,1550,1000,99999,1460,,, - ,,
,Karung 50 kg,,,KARUNG,,,1738,2750,100,249,2500,250,999,2400,1000,99999,2300,,, - ,,
,Karung gabah,,,KARUNG,,,2048,3125,100,249,2900,250,999,2800,1000,99999,2700,,, - ,,
,Kawat souvenir visi,,,KAWAT SOUVENIR,,,4750,8000,10,23,7500,24,99999,7000,,, - ,,, - ,,
,Bintang mas,,,KERTAS BUNGKUS,,,24000,29000,10,24,28300,25,99999,27900,,, - ,,, - ,,
,Mk hijau,,,KERTAS BUNGKUS,,,7700,10000,10,24,9375,25,59,9188,,99999,9000,,, - ,,
,Mk merah,,,KERTAS BUNGKUS,,,21675,26000,10,24,24853,25,99999,24210,,, - ,,, - ,,
,Mk orange,,,KERTAS BUNGKUS,,,9150,11500,10,24,10860,25,59,10634,,99999,10408,,, - ,,
,Mk ungu,,,KERTAS BUNGKUS,,,17775,23500,10,24,22219,25,99999,21330,,, - ,,, - ,,
,Wp biru,,,KERTAS BUNGKUS,,,21000,25000,10,24,24070,25,99999,23448,,, - ,,, - ,,
,Wp merah,,,KERTAS BUNGKUS,,,23400,28000,10,24,26854,25,99999,26160,,, - ,,, - ,,
,Kertas kentang coklat,,,KERTAS KENTANG,,,9646,11000,10,29,10804,30,99999,10514,,, - ,,, - ,,
,MK PUTIH,,,KERTAS NASI PUTIH,,,4950,7000,10,29,6317,30,49,6039,50,99999,5792,,, - ,,
,WP PUTIH,,,KERTAS NASI PUTIH,,,8500,11500,10,29,10438,30,49,10030,50,99999,9520,,, - ,,
,Lbl golden cock,,,LABEL,,,2500,3500,25,249,3000,250,499,2875,500,99999,2750,,, - ,,
,Lbn Fragile,,,LAKBAN & SOLASI,,,6700,10000,6,35,9000,36,71,8400,72,99999,7900,,, - ,,
,Lbn nachi B Tbl,,,LAKBAN & SOLASI,,,7550,11000,6,35,10000,36,71,9500,72,99999,8900,,,8140,,
,Lbn nachi C Tbl,,,LAKBAN & SOLASI,,,7550,11000,6,35,10000,36,71,9500,72,99999,8900,,,8140,,
,Lbn nachi c tps,,,LAKBAN & SOLASI,,,5000,6000,6,35,5800,36,71,5300,72,99999,5000,,, - ,,
,Sls nachi 1 inch,,,LAKBAN & SOLASI,,,6000,6500,6,35,6100,36,71,5800,72,99999,5600,,,5546,,
,Sls nachi 1/2 inch,,,LAKBAN & SOLASI,,,2521,4500,12,59,4160,60,143,3800,144,99999,3500,,,2773,,
,Las besi 20 cm,,,LAS BESI,,,228000,260000,,, - ,,, - ,,, - ,,, - ,,
,Las besi 30 cm,,,LAS BESI,,,330600,377000,,, - ,,, - ,,, - ,,, - ,,
,Las plastik 20 cm,,,LAS PLASTIK,,,200000,239000,,, - ,,, - ,,, - ,,, - ,,
,Las plastik 30 cm,,,LAS PLASTIK,,,300000,345000,,, - ,,, - ,,, - ,,, - ,,
,Lepek kotak mas,,,LEPEK,,,2216,3000,10,29,2800,30,99,2700,100,99999,2600,,, - ,,
,Lepek kotak perak,,,LEPEK,,,2216,3000,10,29,2800,30,99,2700,100,99999,2600,,, - ,,
,Lepek putih,,,LEPEK,,,3089,4000,10,29,3800,30,99,3700,100,99999,3600,,, - ,,
,Lunch box L coklat,,,LUNCH BOX COKLAT,,,641,1000,100,399,929,400,99999,865,,, - ,,, - ,,
,Lunch box L coklat window,,,LUNCH BOX COKLAT,,,651,1100,100,399,1042,400,99999,944,,, - ,,, - ,,
,Lunch box M coklat,,,LUNCH BOX COKLAT,,,494,800,100,399,693,400,99999,626,,, - ,,, - ,,
,Lunch box M coklat window,,,LUNCH BOX COKLAT,,,462,900,100,399,746,400,99999,678,,, - ,,, - ,,
,Lunch box S coklat,,,LUNCH BOX COKLAT,,,347,550,100,399,468,400,99999,416,,, - ,,, - ,,
,Lunch box L putih,,,LUNCH BOX PUTIH,,,1024,1700,100,499,1597,500,99999,1495,,, - ,,, - ,,
,Lunch box M putih,,,LUNCH BOX PUTIH,,,876,1300,100,499,1150,500,99999,1090,,, - ,,, - ,,
,Mangkok 200 ml,,,MANGKOK,,,11242,16500,10,19,15402,20,99999,14277,,, - ,,, - ,,
,Mangkok 300 ml,,,MANGKOK,,,12126,18000,10,19,16613,20,99999,15400,,, - ,,, - ,,
,Mangkok 400 ml,,,MANGKOK,,,14145,21000,10,19,19379,20,99999,17964,,, - ,,, - ,,
,Mangkok 450 ml,,,MANGKOK,,,14650,21500,10,19,20071,20,99999,18606,,, - ,,, - ,,
,Mangkok bakso,,,MANGKOK,,,45000,55000,10,19,52000,20,99999,50200,,, - ,,, - ,,
,Mangkok 300 ml DMS,,,MANGKOK DMS,,,11700,17000,10,19,16029,20,99999,14859,,, - ,,, - ,,
,Mangkok 400 ml bowl DMS,,,MANGKOK DMS,,,13650,20000,10,19,18701,20,99999,17336,,, - ,,, - ,,
,Mangkok 450 ml round DMS,,,MANGKOK DMS,,,14000,20500,10,19,19180,20,99999,17780,,, - ,,, - ,,
,Mangkok bsr tekno,,,MANGKOK PLASTIK,,,17813,19500,10,99999,19000,,, - ,,, - ,,, - ,,
,Mangkok kcl tekno,,,MANGKOK PLASTIK,,,9305,10500,10,99999,10000,,, - ,,, - ,,, - ,,
,Mangkok tg tekno,,,MANGKOK PLASTIK,,,13520,15000,10,99999,14500,,, - ,,, - ,,, - ,,
,Mangkok 200 ml victory,,,MANGKOK VICTORY,,,11200,16500,10,19,15344,20,99999,14224,,, - ,,, - ,,
,Masker scuba htm,,,MASKER,,,5500,7000,,, - ,,, - ,,, - ,,, - ,,
,Masker scuba pth,,,MASKER,,,5500,7000,,, - ,,, - ,,, - ,,, - ,,
,Microwave 1000 ml,,,MICROWAVE,,,22346,30000,10,19,28665,20,99999,27685,,, - ,,, - ,,
,Microwave 1000 ml ec,,,MICROWAVE,,,900,1500,,, - ,,, - ,,, - ,,, - ,,
,Microwave 1000 ml kiip,,,MICROWAVE,,,26000,32000,10,19,30993,20,99999,29948,,, - ,,, - ,,
,Microwave 1000 ml klir,,,MICROWAVE,,,26500,32500,10,19,31500,20,99999,30000,,, - ,,, - ,,
,Microwave 1000 ml kotak,,,MICROWAVE,,,38435,46000,4,5,44585,6,99999,43047,,, - ,,, - ,,
,Microwave 1000 ml kotak ec,,,MICROWAVE,,,1600,2150,,, - ,,, - ,,, - ,,, - ,,
,Microwave 1500 ml kotak,,,MICROWAVE,,,43335,50500,4,5,48184,6,99999,46598,,, - ,,, - ,,
,Microwave 1500 ml kotak ec,,,MICROWAVE,,,1800,2350,,, - ,,, - ,,, - ,,, - ,,
,Microwave 200 ml DM,,,MICROWAVE,,,12809,15000,10,15,14602,16,99999,14112,,, - ,,, - ,,
,Microwave 500 ml,,,MICROWAVE,,,19949,25000,10,19,23741,20,99999,22943,,, - ,,, - ,,
,Microwave 500 ml ec,,,MICROWAVE,,,800,1200,,, - ,,, - ,,, - ,,, - ,,
,Microwave 650 ml ec,,,MICROWAVE,,,850,1250,,, - ,,, - ,,, - ,,, - ,,
,Microwave 650 ml tekno/DM,,,MICROWAVE,,,20705,26000,10,19,24639,20,99999,23811,,, - ,,, - ,,
,Microwave 750 ml,,,MICROWAVE,,,22724,27500,10,19,26660,20,99999,25763,,, - ,,, - ,,
,Microwave 750 ml ec,,,MICROWAVE,,,950,1350,,, - ,,, - ,,, - ,,, - ,,
,Microwave 750 ml kiip,,,MICROWAVE,,,25500,30500,10,19,29500,20,99999,28500,,, - ,,, - ,,
,DDM - S20,,,MIKA,,,6843,10000,10,29,9500,30,99999,8700,,, - ,,, - ,,
,Mika Segitiga,,,MIKA,,,861,1100,100,99999,1000,,, - ,,, - ,,, - ,,
,Lite 14x25x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 15x30x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 16x27x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 16x32x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 17x30x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 18x30x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,Lite 20x35x012,,,MIKA 012 LITE,,,18363,21500,10,29,20700,30,49,20400,50,99999,20200,,, - ,,
,B 01,,,MIKA AG,,,1703,2500,50,499,2248,500,99999,2000,,, - ,,, - ,,
,B 1AL,,,MIKA AG,,,48937,58000,5,9,56522,10,99999,55140,,, - ,,, - ,,
,B 2,,,MIKA AG,,,31828,38000,10,19,36443,20,99999,34750,,, - ,,, - ,,
,B 3C,,,MIKA AG,,,27844,31000,10,19,30211,20,99999,29400,,, - ,,, - ,,
,B 4C,,,MIKA AG,,,16735,19000,10,19,18325,20,99999,17750,,, - ,,, - ,,
,B 5C,,,MIKA AG,,,12844,16000,10,29,15220,30,99999,14450,,, - ,,, - ,,
,B 6A,,,MIKA AG,,,11688,15000,10,29,14376,30,99999,13750,,, - ,,, - ,,
,B 7A,,,MIKA AG,,,8138,9500,10,49,9155,50,99999,8890,,, - ,,, - ,,
,B 7C,,,MIKA AG,,,5218,7000,10,49,6627,50,99999,6260,,, - ,,, - ,,
,BG 1,,,MIKA AG,,,16657,22000,10,29,19988,30,99999,18260,,, - ,,, - ,,
,KD 2,,,MIKA AG,,,10852,14000,10,39,13022,40,99999,12050,,, - ,,, - ,,
,TM 3,,,MIKA AG,,,9312,11000,10,29,10569,30,99999,10170,,, - ,,, - ,,
,TM 4,,,MIKA AG,,,8063,10000,10,29,9393,30,99999,8850,,, - ,,, - ,,
,Mika brownies L Tekno,,,MIKA BROWNIES TEKNOPLAST,,,1243,1900,300,99999,1728,,, - ,,, - ,,, - ,,
,Mika brownies M Tekno,,,MIKA BROWNIES TEKNOPLAST,,,1099,1450,300,99999,1308,,, - ,,, - ,,, - ,,
,Mika brownies S Tekno,,,MIKA BROWNIES TEKNOPLAST,,,721,1100,300,99999,1000,,, - ,,, - ,,, - ,,
,MKP 22,,,MIKA MKP,,,16000,19000,10,39,18500,40,99999,18000,,, - ,,, - ,,
,"Mika roll 0,10",,,MIKA ROLL,,,311850,405340,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,10 ec",,,MIKA ROLL,,,6300,10000,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,13",,,MIKA ROLL,,,417450,540540,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,13 ec",,,MIKA ROLL,,,8500,13500,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,15",,,MIKA ROLL,,,456500,557813,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,15 ec",,,MIKA ROLL,,,9500,14500,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,15 rigid",,,MIKA ROLL,,,449500,557813,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,15 rigid ec",,,MIKA ROLL,,,9000,14500,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,20",,,MIKA ROLL,,,535500,810095,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,20 ec",,,MIKA ROLL,,,11000,20000,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,20 rigid",,,MIKA ROLL,,,698250,872813,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,20 rigid ec",,,MIKA ROLL,,,14000,22500,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,25 rigid",,,MIKA ROLL,,,747600,1095938,,, - ,,, - ,,, - ,,, - ,,
,"Mika roll 0,25 rigid ec",,,MIKA ROLL,,,15000,25000,,, - ,,, - ,,, - ,,, - ,,
,Mika dos 22,,,MIKA SSY,,,11000,13000,10,29,12700,30,99999,12500,,, - ,,, - ,,
,Mulsa,,,MULSA,,,4113,4900,84,99999,4659,,, - ,,, - ,,, - ,,
,Neklin 20 cm,,,NEKLIN,,,8080,13500,10,29,12500,30,99999,11500,,, - ,,, - ,,
,Neklin 30 cm,,,NEKLIN,,,10100,17500,10,29,16500,30,99999,15500,,, - ,,, - ,,
,Neklin 40 cm,,,NEKLIN,,,13130,20000,10,29,19000,30,99999,18000,,, - ,,, - ,,
,Pp jd 05 18x30 muria,,,OBRAL,,,11500,12400,,, - ,,, - ,,, - ,,, - ,,
,Pp jd 05 18x30 obral @25,,,OBRAL,,,2900,3100,,, - ,,, - ,,, - ,,, - ,,
,Pp jd 05 5 kg muria,,,OBRAL,,,31900,34400,,, - ,,, - ,,, - ,,, - ,,
,Pp jd 05 5 Kg obral @25,,,OBRAL,,,7950,8600,,, - ,,, - ,,, - ,,, - ,,
,Opp brg 20x30x03,,,OPP BERUANG 03,,,8500,11000,10,29,10501,30,49,10361,50,99999,10222,,,9293,,
,Opp brg 20x35x03,,,OPP BERUANG 03,,,9740,12500,10,29,12031,30,49,11871,50,99999,11712,,,10647,,
,Opp brg 20x45x03,,,OPP BERUANG 03,,,11435,13918,,, - ,,, - ,,, - ,,, - ,,
,Opp brg 21x35x03,,,OPP BERUANG 03,,,10230,13000,10,29,12624,30,49,12457,50,99999,12289,,,11172,,
,Opp brg 22x35x03,,,OPP BERUANG 03,,,10710,13500,10,29,13229,30,49,13054,50,99999,12878,,,11708,,
,Opp brg 23x35x03,,,OPP BERUANG 03,,,11200,14500,10,29,13835,30,49,13651,50,99999,13467,,,12243,,
,Opp brg 25x35x03,,,OPP BERUANG 03,,,12010,15500,10,29,14843,30,49,14646,50,99999,14449,,,13136,,
,Opp brg 30x35x03,,,OPP BERUANG 03,,,14410,18500,10,29,17809,30,49,17573,50,99999,17337,,,15761,,
,Opp brg 20x30x04,,,OPP BERUANG 04,,,13180,17000,10,29,16291,30,49,16074,50,99999,15858,,,14417,,
,Opp brg 20x35x04,,,OPP BERUANG 04,,,15160,19500,10,29,18747,30,49,18498,50,99999,18249,,,16590,,
,"Opp brg 25x37,5x04",,,OPP BERUANG 04,,,19900,25500,10,29,24620,30,49,24293,50,99999,23966,,,21788,,
,Opp brg 28x35x04,,,OPP BERUANG 04,,,20920,26000,10,29,24822,30,49,24492,50,99999,24163,,, - ,,
,"Opp brg 28x37,5x04",,,OPP BERUANG 04,,,22290,28500,10,29,27574,30,49,27208,50,99999,26842,,,24402,,
,"Opp brg 30x37,5x04",,,OPP BERUANG 04,,,23880,30500,10,29,29544,30,49,29152,50,99999,28760,,,26145,,
,"Opp brg 35x37,5x04",,,OPP BERUANG 04,,,27860,35500,10,29,34468,30,49,34010,50,99999,33553,,,30503,,
,Opp brg 35x40x04,,,OPP BERUANG 04,,,29570,36000,10,29,35085,30,49,34619,50,99999,34153,,,31049,,
,Opp brg 40x50x04,,,OPP BERUANG 04,,,41600,53000,10,29,51494,30,49,50811,50,99999,50127,,,45570,,
,"Opp jago 14,5x22x03",,,OPP MACAN,,,6220,8500,10,29,8055,30,49,7948,50,99999,7841,,,7218,,
,Opp jago 15x22x03,,,OPP MACAN,,,6430,8500,10,29,8328,30,49,8218,50,99999,8107,,,7073,,
,Opp jago 18x24x03,,,OPP MACAN,,,8400,11200,10,29,10903,30,49,10811,50,99999,10620,,,9240,,
,"Opp jago 9,5x22x03",,,OPP MACAN,,,4120,5500,10,29,5348,30,49,5302,50,99999,5212,,,4532,,
,"Opp mcn 10,5x22x03",,,OPP MACAN,,,4630,6000,10,29,5830,30,49,5752,50,99999,5675,,, - ,,
,Opp mcn 10x10x03,,,OPP MACAN,,,2640,4000,10,29,3557,30,49,3511,50,99999,3466,,,3014,,
,Opp mcn 10x15x03,,,OPP MACAN,,,3430,4500,10,29,4313,30,49,4256,50,99999,4199,,,3817,,
,Opp mcn 10x22x03,,,OPP MACAN,,,4260,6000,10,29,5556,30,49,5482,50,99999,5409,,,4917,,
,Opp mcn 10x50x04,,,OPP MACAN,,,13450,14500,10,29, - ,30,49, - ,50,99999, - ,,, - ,,
,"Opp mcn 11,5x22x03",,,OPP MACAN,,,4900,6500,10,29,6389,30,49,6304,50,99999,6219,,,5654,,
,Opp mcn 11x11x03,,,OPP MACAN,,,3010,4200,10,29,4063,30,49,3959,50,99999,3856,,,3443,,
,Opp mcn 11x22x03,,,OPP MACAN,,,4720,6500,10,29,6116,30,49,6034,50,99999,5953,,,5412,,
,"Opp mcn 12,5x22x03",,,OPP MACAN,,,5360,7500,10,29,6948,30,49,6856,50,99999,6764,,,6149,,
,"Opp mcn 12,5x26x03",,,OPP MACAN,,,6190,8000,10,29,7694,30,49,7592,50,99999,7490,,, - ,,
,Opp mcn 12x17x03,,,OPP MACAN,,,4270,6000,10,29,5531,30,49,5458,50,99999,5385,,,4895,,
,Opp mcn 12x22x03,,,OPP MACAN,,,5150,7000,10,29,6662,30,49,6574,50,99999,6486,,,5896,,
,"Opp mcn 13,5x22x03",,,OPP MACAN,,,5750,8000,10,29,7495,30,49,7396,50,99999,7296,,,6633,,
,"Opp mcn 13,5x35x03",,,OPP MACAN,,,8640,11000,10,29,10785,30,49,10642,50,99999,10499,,, - ,,
,Opp mcn 13x15x03,,,OPP MACAN,,,4090,5500,10,29,5295,30,49,5225,50,99999,5155,,,4686,,
,Opp mcn 13x22x03,,,OPP MACAN,,,5580,7500,10,29,7222,30,49,7126,50,99999,7030,,,6391,,
,"Opp mcn 14,5x22x03",,,OPP MACAN,,,6220,8500,10,29,8055,30,49,7948,50,99999,7841,,,7128,,
,Opp mcn 14x22x03,,,OPP MACAN,,,6000,8000,10,29,7781,30,49,7678,50,99999,7575,,,6886,,
,"Opp mcn 15,5x22x03",,,OPP MACAN,,,6650,9000,10,29,8614,30,49,8500,50,99999,8385,,,7623,,
,Opp mcn 15x15x03,,,OPP MACAN,,,4760,6500,10,29,6153,30,49,6071,50,99999,5990,,,5445,,
,Opp mcn 15x22x03,,,OPP MACAN,,,6430,8500,10,29,8328,30,49,8218,50,99999,8107,,,7370,,
,Opp mcn 15x30x03,,,OPP MACAN,,,8430,11500,10,29,10926,30,49,10781,50,99999,10636,,,9669,,
,Opp mcn 15x35x03,,,OPP MACAN,,,9670,12900,10,29,12552,30,49,12392,50,99999,12233,,,10637,,
,"Opp mcn 16,5x24x03",,,OPP MACAN,,,7620,10000,10,29,9882,30,49,9751,50,99999,9620,,,8107,,
,Opp mcn 16x24x03,,,OPP MACAN,,,7390,10000,10,29,9584,30,49,9456,50,99999,9329,,,8481,,
,"Opp mcn 17,5x24x03",,,OPP MACAN,,,8090,11000,10,29,10478,30,49,10339,50,99999,10200,,,9273,,
,Opp mcn 17x24x03,,,OPP MACAN,,,7860,10500,10,29,10180,30,49,10045,50,99999,9910,,,9009,,
,Opp mcn 17x37x03,,,OPP MACAN,,,11530,15000,10,29,14428,30,49,14236,50,99999,14045,,, - ,,
,"Opp mcn 18,5x24x03",,,OPP MACAN,,,8550,11500,10,29,11075,30,49,10928,50,99999,10781,,,9801,,
,Opp mcn 19x26x03,,,OPP MACAN,,,9410,12500,10,29,12194,30,49,12032,50,99999,11870,,,10791,,
,Opp mcn 6x10x03,,,OPP MACAN,,,1690,2500,10,29,2272,30,49,2214,50,99999, - ,,,1925,,
,Opp mcn 6x15x03,,,OPP MACAN,,,2200,3000,10,29,2735,30,49,2698,50,99999,2662,,, - ,,
,Opp mcn 6x20x03,,,OPP MACAN,,,2640,3500,10,29,3418,30,49,3373,50,99999,3328,,,3025,,
,Opp mcn 7x10x03,,,OPP MACAN,,,1880,3000,10,29,2531,30,49,2467,50,99999, - ,,,2145,,
,Opp mcn 7x15x03,,,OPP MACAN,,,2480,3500,10,29,3219,30,49,3177,50,99999,3134,,,2849,,
,Opp mcn 7x22x03,,,OPP MACAN,,,3200,4500,10,29,4139,30,49,4084,50,99999,4029,,,3663,,
,"Opp mcn 8,5x22x03",,,OPP MACAN,,,3800,5000,10,29,4922,30,49,4857,50,99999,4792,,,4356,,
,Opp mcn 8x10x03,,,OPP MACAN,,,2150,3000,10,29,2895,30,49,2821,50,99999, - ,,,2453,,
,Opp mcn 8x15x03,,,OPP MACAN,,,2750,4000,10,29,3555,30,49,3508,50,99999,3461,,,3146,,
,Opp mcn 8x22x03,,,OPP MACAN,,,3670,5000,10,29,4624,30,49,4563,50,99999,4501,,,4092,,
,Opp mcn 9x10x03,,,OPP MACAN,,,2360,3500,10,29,3206,30,49,3125,50,99999, - ,,,2717,,
,Opp mcn 9x22x03,,,OPP MACAN,,,3930,5500,10,29,5096,30,49,5029,50,99999,4961,,,4510,,
,Opp brg 18x18x04 os,,,OPP ONE SHEET,,,3660,6000,10,29,5606,30,49,5532,50,99999,5457,,,4961,,
,Opp brg 20x20x04 os,,,OPP ONE SHEET,,,4490,7000,10,29,6861,30,49,6770,50,99999,6679,,,6072,,
,Opp brg 22x22x04 os,,,OPP ONE SHEET,,,4600,8500,10,29,8293,30,49,8183,50,99999,8073,,,7339,,
,Opp mcn 7x18x03 os,,,OPP ONE SHEET,,,1790,2500,10,29,2479,30,49,2448,50,99999,2416,,,2101,,
,Opp mcn 8x18x03 os,,,OPP ONE SHEET,,,2040,3000,10,29,2830,30,49,2794,50,99999,2758,,,2398,,
,Opp mcn 9x18x03 os,,,OPP ONE SHEET,,,2300,4000,10,29,3050,30,49,2973,50,99999, - ,,,2585,,
,Opp mcn 6x10x04 taper,,,OPP TAPER MACAN,,,2100,3000,10,29,2722,30,49,2686,50,99999,2650,,, - ,,
,Paper bag kecil,,,PAPER BAG,,,214,400,100,499,375,500,999,349,1000,99999,325,,, - ,,
,Paper bag tanggung,,,PAPER BAG,,,225,500,100,499,450,500,999,420,1000,99999,380,,, - ,,
,Paper bowl 360 ml nesto,,,PAPER BOWL,,,15983,19500,10,19,18700,20,99999,17900,,, - ,,, - ,,
,Paper bowl 500 ml,,,PAPER BOWL,,,16740,23000,10,19,22000,20,99999,21000,,, - ,,, - ,,
,Paper Bowl 500 ml DK (50),,,PAPER BOWL,,,31000,38000,10,19,37200,20,99999,36300,,, - ,,, - ,,
,Paper bowl 500 ml motif,,,PAPER BOWL,,,25000,30000,10,19,28500,20,99999,27500,,, - ,,, - ,,
,Paper bowl 500 ml tekno (badan),,,PAPER BOWL,,,12125,13176,,, - ,,, - ,,, - ,,, - ,,
